is_dater_male,dater_age,dated_age,age_difference,dater_race,dated_race,are_same_race,same_race_importance_for_dater,same_religion_importance_for_dater,attractiveness_importance_for_dated,sincerity_importance_for_dated,intelligence_importance_for_dated,humor_importance_for_dated,ambition_importance_for_dated,shared_interests_importance_for_dated,attractiveness_score_of_dater_from_dated,sincerity_score_of_dater_from_dated,intelligence_score_of_dater_from_dated,humor_score_of_dater_from_dated,ambition_score_of_dater_from_dated,shared_interests_score_of_dater_from_dated,attractiveness_importance_for_dater,sincerity_importance_for_dater,intelligence_importance_for_dater,humor_importance_for_dater,ambition_importance_for_dater,shared_interests_importance_for_dater,self_reported_attractiveness_of_dater,self_reported_sincerity_of_dater,self_reported_intelligence_of_dater,self_reported_humor_of_dater,self_reported_ambition_of_dater,reported_attractiveness_of_dated_from_dater,reported_sincerity_of_dated_from_dater,reported_intelligence_of_dated_from_dater,reported_humor_of_dated_from_dater,reported_ambition_of_dated_from_dater,reported_shared_interests_of_dated_from_dater,dater_interest_in_sports,dater_interest_in_tvsports,dater_interest_in_exercise,dater_interest_in_dining,dater_interest_in_museums,dater_interest_in_art,dater_interest_in_hiking,dater_interest_in_gaming,dater_interest_in_clubbing,dater_interest_in_reading,dater_interest_in_tv,dater_interest_in_theater,dater_interest_in_movies,dater_interest_in_concerts,dater_interest_in_music,dater_interest_in_shopping,dater_interest_in_yoga,interests_correlation,expected_satisfaction_of_dater,expected_number_of_likes_of_dater_from_20_people,expected_number_of_dates_for_dater,dater_liked_dated,probability_dated_wants_to_date,already_met_before,dater_wants_to_date,dated_wants_to_date,is_match
False,25,25,0,caucasian,'Asian/Pacific Islander/Asian-American',False,10.0,2.0,25.0,20.0,25.0,20.0,10.0,0.0,8.0,10.0,9.0,9.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,9.0,6.0,8.0,5.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,-0.12,5.0,4,0,6.0,4.0,True,False,False,0
False,25,24,1,caucasian,caucasian,True,10.0,2.0,25.0,35.0,30.0,10.0,0.0,0.0,8.0,5.0,6.0,6.0,5.0,1.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,4.0,5.0,10.0,4.0,10.0,4.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,-0.2,5.0,4,0,4.0,5.0,True,False,True,0
False,25,24,1,caucasian,caucasian,True,10.0,2.0,25.0,15.0,25.0,25.0,15.0,15.0,7.0,6.0,6.0,7.0,5.0,4.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,6.0,7.0,9.0,7.0,9.0,3.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,-0.29,5.0,4,0,5.0,4.0,True,False,True,0
False,25,28,3,caucasian,caucasian,True,10.0,2.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,6.0,6.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,6.0,8.0,7.0,5.0,8.0,7.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,-0.01,5.0,4,0,7.0,5.0,True,False,True,0
False,25,26,1,caucasian,caucasian,True,10.0,2.0,20.0,35.0,20.0,10.0,10.0,5.0,10.0,8.0,7.0,8.0,7.0,8.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,8.0,6.0,10.0,6.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,-0.24,5.0,4,0,8.0,7.0,True,False,True,0
False,25,30,5,caucasian,caucasian,True,10.0,2.0,20.0,20.0,25.0,25.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,2.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,3.0,8.0,9.0,8.0,10.0,5.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,-0.05,5.0,4,0,8.0,4.0,True,False,True,0
False,25,25,0,caucasian,'Asian/Pacific Islander/Asian-American',False,10.0,2.0,20.0,20.0,20.0,20.0,5.0,15.0,9.0,8.0,7.0,8.0,6.0,5.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,9.0,8.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,0.06,5.0,4,0,9.0,8.0,True,False,True,0
False,25,23,2,caucasian,caucasian,True,10.0,2.0,25.0,10.0,35.0,15.0,0.0,15.0,6.0,4.0,7.0,6.0,2.0,2.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,6.0,5.0,8.0,7.0,10.0,8.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,0.11,5.0,4,0,6.0,7.0,True,False,False,0
False,25,21,4,caucasian,caucasian,True,10.0,2.0,15.0,20.0,15.0,30.0,5.0,15.0,8.0,7.0,7.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,5.0,4.0,7.0,5.0,9.0,7.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,0.28,5.0,4,0,5.0,4.0,True,False,True,0
False,25,28,3,caucasian,caucasian,True,10.0,2.0,40.0,15.0,20.0,10.0,5.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,9.0,7.0,8.0,5.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,0.11,5.0,4,0,7.0,7.0,True,False,True,0
False,25,28,3,caucasian,caucasian,True,10.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,9.0,9.0,7.0,5.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,6.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,-0.15,5.0,4,0,6.0,7.0,True,False,True,0
False,25,23,2,caucasian,'Black/African American',False,10.0,2.0,20.0,25.0,25.0,10.0,10.0,10.0,8.0,9.0,8.0,10.0,9.0,8.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,0.53,5.0,4,0,7.0,5.0,True,False,True,0
False,23,25,2,caucasian,'Asian/Pacific Islander/Asian-American',False,2.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,8.0,9.0,9.0,8.0,7.0,4.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,3.0,5.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,-0.38,7.0,10,0,2.0,2.0,True,False,False,0
False,23,24,1,caucasian,caucasian,True,2.0,4.0,25.0,35.0,30.0,10.0,0.0,0.0,6.0,5.0,7.0,5.0,5.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,2.0,6.0,7.0,1.0,7.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,-0.02,7.0,10,0,2.0,3.0,True,False,True,0
False,23,24,1,caucasian,caucasian,True,2.0,4.0,25.0,15.0,25.0,25.0,15.0,15.0,8.0,7.0,7.0,8.0,7.0,7.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,3.0,8.0,7.0,6.0,6.0,4.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,0.46,7.0,10,0,5.0,4.0,True,False,True,0
False,23,28,5,caucasian,caucasian,True,2.0,4.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,6.0,8.0,7.0,6.0,7.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,4.0,7.0,6.0,1.0,4.0,3.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,-0.06,7.0,10,0,2.0,2.0,True,False,True,0
False,23,26,3,caucasian,caucasian,True,2.0,4.0,20.0,35.0,20.0,10.0,10.0,5.0,10.0,9.0,9.0,10.0,7.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,7.0,4.0,5.0,6.0,5.0,4.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,0.22,7.0,10,0,6.0,5.0,True,False,True,0
False,23,30,7,caucasian,caucasian,True,2.0,4.0,20.0,20.0,25.0,25.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,3.0,7.0,6.0,4.0,6.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,-0.05,7.0,10,0,2.0,2.0,True,False,True,0
False,23,25,2,caucasian,'Asian/Pacific Islander/Asian-American',False,2.0,4.0,20.0,20.0,20.0,20.0,5.0,15.0,9.0,8.0,7.0,7.0,7.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,7.0,6.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,0.02,7.0,10,0,5.0,5.0,True,False,True,0
False,23,23,0,caucasian,caucasian,True,2.0,4.0,25.0,10.0,35.0,15.0,0.0,15.0,7.0,3.0,5.0,5.0,3.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,5.0,6.0,6.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,0.05,7.0,10,0,6.0,4.0,True,False,True,0
False,23,21,2,caucasian,caucasian,True,2.0,4.0,15.0,20.0,15.0,30.0,5.0,15.0,8.0,7.0,7.0,7.0,6.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,2.0,7.0,6.0,4.0,4.0,4.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,0.06,7.0,10,0,5.0,4.0,True,False,True,0
False,23,28,5,caucasian,caucasian,True,2.0,4.0,40.0,15.0,20.0,10.0,5.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,7.0,5.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,0.08,7.0,10,0,6.0,6.0,True,False,True,0
False,23,28,5,caucasian,caucasian,True,2.0,4.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,8.0,7.0,8.0,7.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,2.0,7.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,0.16,7.0,10,0,3.0,3.0,True,False,True,0
False,23,23,0,caucasian,'Black/African American',False,2.0,4.0,20.0,25.0,25.0,10.0,10.0,10.0,8.0,9.0,8.0,9.0,9.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,0.03,7.0,10,0,6.0,5.0,True,False,True,0
False,22,24,2,'Latino/Hispanic American',caucasian,False,1.0,5.0,25.0,35.0,30.0,10.0,0.0,0.0,7.0,6.0,5.0,7.0,3.0,5.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,1.0,6.0,7.0,6.0,4.0,3.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,-0.16,5.0,4,1,2.0,3.0,True,False,True,0
False,22,24,2,'Latino/Hispanic American',caucasian,False,1.0,5.0,25.0,15.0,25.0,25.0,15.0,15.0,9.0,7.0,7.0,7.0,6.0,5.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,1.0,3.0,4.0,2.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,0.44,5.0,4,1,1.0,4.0,True,False,True,0
False,22,28,6,'Latino/Hispanic American',caucasian,False,1.0,5.0,25.0,15.0,25.0,15.0,0.0,20.0,8.0,8.0,7.0,8.0,6.0,7.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,3.0,6.0,6.0,4.0,5.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,-0.27,5.0,4,1,1.0,2.0,True,False,True,0
False,22,26,4,'Latino/Hispanic American',caucasian,False,1.0,5.0,20.0,35.0,20.0,10.0,10.0,5.0,9.0,8.0,8.0,8.0,7.0,9.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,4.0,4.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,0.29,5.0,4,1,6.0,5.0,True,True,True,1
False,22,30,8,'Latino/Hispanic American',caucasian,False,1.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,7.0,5.0,6.0,6.0,4.0,5.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,1.0,4.0,5.0,4.0,4.0,4.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,-0.28,5.0,4,1,3.0,5.0,True,False,True,0
False,22,23,1,'Latino/Hispanic American',caucasian,False,1.0,5.0,25.0,10.0,35.0,15.0,0.0,15.0,8.0,4.0,4.0,7.0,5.0,3.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,1.0,2.0,6.0,1.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,0.2,5.0,4,1,2.0,3.0,True,False,True,0
False,22,21,1,'Latino/Hispanic American',caucasian,False,1.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,8.0,7.0,7.0,6.0,6.0,7.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,1.0,3.0,7.0,1.0,4.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,-0.31,5.0,4,1,1.0,3.0,True,False,True,0
False,22,28,6,'Latino/Hispanic American',caucasian,False,1.0,5.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,8.0,3.0,8.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,-0.07,5.0,4,1,3.0,3.0,True,False,True,0
False,22,28,6,'Latino/Hispanic American',caucasian,False,1.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,9.0,9.0,8.0,9.0,8.0,7.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,2.0,4.0,7.0,3.0,6.0,2.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,-0.06,5.0,4,1,1.0,2.0,True,False,True,0
False,22,23,1,'Latino/Hispanic American','Black/African American',False,1.0,5.0,20.0,25.0,25.0,10.0,10.0,10.0,9.0,8.0,9.0,10.0,9.0,8.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,4.0,3.0,4.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,-0.16,5.0,4,1,4.0,1.0,True,False,True,0
False,22,24,2,caucasian,caucasian,True,4.0,5.0,25.0,15.0,25.0,25.0,15.0,15.0,7.0,6.0,7.0,6.0,7.0,5.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,8.0,6.0,7.0,3.0,7.0,2.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,-0.41,7.0,4,3,6.0,4.0,True,True,True,1
False,22,28,6,caucasian,caucasian,True,4.0,5.0,25.0,15.0,25.0,15.0,0.0,20.0,8.0,8.0,6.0,7.0,6.0,6.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,6.0,8.0,7.0,4.0,7.0,2.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,0.08,7.0,4,3,6.0,4.0,True,True,True,1
False,22,22,0,caucasian,caucasian,True,4.0,5.0,30.0,15.0,25.0,25.0,5.0,0.0,6.0,8.0,9.0,5.0,9.0,3.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,0.11,7.0,4,3,8.0,5.0,True,True,False,0
False,22,25,3,caucasian,'Asian/Pacific Islander/Asian-American',False,4.0,5.0,20.0,20.0,20.0,20.0,5.0,15.0,7.0,8.0,8.0,7.0,6.0,5.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,7.0,5.0,6.0,8.0,6.0,4.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,0.2,7.0,4,3,5.0,6.0,True,False,True,0
False,22,23,1,caucasian,caucasian,True,4.0,5.0,25.0,10.0,35.0,15.0,0.0,15.0,5.0,8.0,5.0,3.0,3.0,3.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,6.0,7.0,7.0,4.0,6.0,6.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,-0.05,7.0,4,3,6.0,5.0,True,True,False,0
False,22,21,1,caucasian,caucasian,True,4.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,5.0,7.0,6.0,7.0,5.0,5.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,6.0,8.0,8.0,5.0,7.0,5.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,0.42,7.0,4,3,8.0,7.0,True,True,False,0
False,22,23,1,caucasian,'Black/African American',False,4.0,5.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,8.0,8.0,8.0,9.0,6.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,9.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0,5.0,3.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,0.52,7.0,4,3,6.0,6.0,True,True,False,0
False,23,25,2,caucasian,'Asian/Pacific Islander/Asian-American',False,2.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,6.0,6.0,8.0,7.0,8.0,4.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,3.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,0.19,3.0,2,1,6.0,5.0,True,False,False,0
False,23,24,1,caucasian,caucasian,True,2.0,4.0,25.0,35.0,30.0,10.0,0.0,0.0,3.0,4.0,7.0,3.0,7.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,4.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,0.21,3.0,2,1,6.0,5.0,True,False,False,0
False,23,24,1,caucasian,caucasian,True,2.0,4.0,25.0,15.0,25.0,25.0,15.0,15.0,7.0,7.0,7.0,7.0,6.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,6.0,9.0,7.0,5.0,6.0,3.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,-0.27,3.0,2,1,7.0,4.0,True,False,True,0
False,23,28,5,caucasian,caucasian,True,2.0,4.0,25.0,15.0,25.0,15.0,0.0,20.0,6.0,6.0,6.0,6.0,6.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,4.0,5.0,5.0,2.0,6.0,5.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,-0.41,3.0,2,1,4.0,3.0,True,False,True,0
False,23,26,3,caucasian,caucasian,True,2.0,4.0,20.0,35.0,20.0,10.0,10.0,5.0,6.0,8.0,8.0,9.0,8.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,-0.02,3.0,2,1,7.0,6.0,True,False,False,0
False,23,30,7,caucasian,caucasian,True,2.0,4.0,20.0,20.0,25.0,25.0,5.0,5.0,9.0,5.0,6.0,3.0,6.0,3.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,5.0,5.0,5.0,7.0,7.0,6.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,0.09,3.0,2,1,8.0,6.0,True,False,False,0
False,23,23,0,caucasian,caucasian,True,2.0,4.0,25.0,10.0,35.0,15.0,0.0,15.0,3.0,5.0,6.0,2.0,6.0,4.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,-0.27,3.0,2,1,4.0,4.0,True,False,False,0
False,23,21,2,caucasian,caucasian,True,2.0,4.0,15.0,20.0,15.0,30.0,5.0,15.0,6.0,7.0,7.0,6.0,6.0,4.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,3.0,7.0,8.0,6.0,7.0,5.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,0.11,3.0,2,1,7.0,7.0,True,False,False,0
False,23,28,5,caucasian,caucasian,True,2.0,4.0,40.0,15.0,20.0,10.0,5.0,10.0,6.0,8.0,8.0,7.0,8.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,7.0,9.0,7.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,0.16,3.0,2,1,9.0,6.0,True,True,False,0
False,23,28,5,caucasian,caucasian,True,2.0,4.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,8.0,8.0,7.0,8.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,3.0,5.0,8.0,4.0,7.0,6.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,0.21,3.0,2,1,6.0,5.0,True,False,False,0
False,23,23,0,caucasian,'Black/African American',False,2.0,4.0,20.0,25.0,25.0,10.0,10.0,10.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,0.49,3.0,2,1,8.0,5.0,True,True,True,1
False,24,25,1,caucasian,'Asian/Pacific Islander/Asian-American',False,4.0,8.0,25.0,20.0,25.0,20.0,10.0,0.0,7.0,5.0,4.0,4.0,8.0,3.0,35.0,10.0,20.0,20.0,10.0,5.0,8.0,8.0,9.0,8.0,9.0,4.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,7.0,10.0,7.0,7.0,7.0,2.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,10.0,6.0,-0.19,5.0,4,3,5.0,4.0,True,False,False,0
False,24,24,0,caucasian,caucasian,True,4.0,8.0,25.0,35.0,30.0,10.0,0.0,0.0,6.0,6.0,6.0,6.0,5.0,3.0,35.0,10.0,20.0,20.0,10.0,5.0,8.0,8.0,9.0,8.0,9.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0,3.0,7.0,10.0,7.0,7.0,7.0,2.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,10.0,6.0,-0.48,5.0,4,3,5.0,4.0,True,False,True,0
